ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11
0,976,2560,3145,1782,1782,2906,2906,2906,1782,2906,2409,2906
1,976,932,2560,1782,1782,2142,2142,2142,1782,2142,2142,2550
2,976,2142,2142,2172,2142,2142,2142,2142,2142,2172,2142,2906
3,976,2511,458,1636,533,458,955,1593,3261,3416,3416,1593
4,2621,1477,1867,3387,3387,3387,1427,389,1608,2677,2677,2677
5,3113,1919,533,533,533,533,174,174,3416,533,533,533
6,2653,1935,2569,174,174,3340,2230,2230,2783,791,2783,2783
7,1554,2882,1579,1222,3490,2202,1115,2202,2917,1579,2917,2586
8,1342,779,985,2261,2657,2403,2256,2211,2211,2211,1901,1901
9,473,2667,4700,123,7015,6254,7015,6254,123,1609,7015,6254
10,2146,3093,3369,808,3369,355,6941,6941,3025,6941,6941,6941
11,819,3221,3345,1732,1732,3231,2834,2834,2834,2834,2834,2834
12,473,3441,2603,2603,2603,2603,2245,2408,2603,2771,2603,2408
13,330,3093,3896,3896,2603,3896,3896,2408,2408,2408,3231,2408
14,1483,2408,1311,2388,2408,3441,1311,2408,2408,2388,3231,2388
15,473,3221,2804,2804,2804,2804,1563,2804,1077,2608,2608,2608
16,1483,2804,1004,824,2289,2804,1483,2804,2804,2804,2804,2804
17,976,2608,824,2608,2608,2608,2608,2608,2608,2608,2608,2608
18,976,2453,566,1338,1147,3130,2614,2614,3224,1780,56,3224
19,976,2934,1519,354,1519,3130,3224,3224,3224,56,56,3224
20,976,976,2934,354,606,354,3224,3224,3224,3224,3224,3224
21,112,284,1213,855,2092,1500,1500,1500,3247,2092,2092,1451
22,5581,1881,4330,1046,5468,4403,4403,1325,5468,1325,1325,4403
23,855,1500,788,1046,1046,1185,1500,1500,1500,5468,1451,1451
24,2146,2146,787,589,143,787,787,787,143,787,787,787
25,2146,6088,787,787,787,787,787,787,787,787,787,787
26,2146,1095,1890,2603,1890,2634,3025,787,3025,787,3253,3253
27,976,725,873,1400,1222,873,1400,1400,966,966,966,1400
28,3326,1477,2874,1280,2437,2874,490,2437,2437,2437,2437,2437
29,2377,19,1289,1289,1289,1289,1289,1400,1380,1289,966,1400
30,1820,1477,2907,1229,1433,1717,1433,1717,398,1433,1717,1717
31,1473,33,368,563,2624,2624,3294,2230,563,2624,2230,563
32,1554,33,1760,2737,391,1717,3294,1717,3294,1261,908,3099
33,821,2882,1579,1348,1069,2686,3184,5063,1746,2882,6087,2882
34,330,817,817,817,817,817,2152,1923,1923,1923,1923,1923
35,330,1684,2048,2048,2048,4536,4536,1226,1226,4536,6719,1226
36,50,933,399,340,461,1265,933,340,933,1622,340,340
37,1820,3271,7022,340,340,267,340,340,340,2023,267,340
38,1425,6682,1952,2356,896,1952,311,2457,896,2274,2457,896
39,767,660,2995,102,1498,2446,102,102,102,121,978,121
40,819,819,487,102,102,102,102,102,102,102,102,102
41,7040,3262,510,1431,3203,1299,1994,3381,1431,1994,1431,1431
42,1156,778,3182,20,239,1903,2384,3182,3258,1263,1263,1263
43,1357,2310,3307,2055,2055,2055,2055,1973,791,2055,2055,2055
44,580,2755,1760,333,1760,333,1369,5466,333,333,648,333
45,698,932,393,2717,2549,984,2878,3418,354,3326,2298,2298
46,698,2441,3261,940,3261,1401,3261,241,3261,940,568,1681
47,1829,3332,2690,938,427,1923,1759,391,59,1116,755,1646
48,2450,1153,2536,1995,320,320,159,1995,320,320,320,159
49,552,3225,120,579,579,1307,579,579,579,124,579,579
50,252,2536,2536,101,101,2536,71,101,3407,2536,71,71
51,3345,1153,1153,3407,352,352,352,352,352,352,352,352
52,604,604,2843,2843,3407,352,3407,3198,3407,352,352,159
53,1705,1153,1153,1018,3407,3407,3407,3407,3407,3407,1153,3407
54,1303,99,2127,3015,2358,2358,4146,1174,1174,1174,1174,1174
55,173,2459,3929,2294,5590,4704,4704,3004,3004,3004,3004,3004
56,2605,5383,2175,2175,3438,3046,1331,3046,3227,1174,3046,1785
57,819,2217,2879,1502,169,2879,3306,700,169,700,700,2616
58,2592,2381,1975,1975,1225,1975,1278,3004,3004,1975,1975,1975
59,1381,2150,3045,3203,169,3203,169,169,3203,169,169,169
60,2592,2190,4996,2592,4368,2592,2592,1079,1079,2592,2592,1079
61,1434,1333,94,1652,985,985,985,985,1035,2542,2542,1035
62,94,2249,3053,2592,5621,2592,2936,5621,2592,1044,2592,5621
63,1307,1838,2793,705,2418,795,2260,1364,1723,1364,359,1723
64,976,2381,2934,2934,2934,1317,2934,2934,1117,2934,2934,2934
65,976,2136,2934,2934,2934,3031,3031,2934,3031,3031,3031,336
66,3124,1838,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
67,2448,3154,122,457,3300,3093,2050,3093,400,400,400,400
68,2605,3956,176,3206,176,176,1462,1462,5992,1462,2002,1462
69,1293,1462,1462,2708,1989,1989,5896,5896,1084,2243,1740,714
70,1067,2236,356,3141,1794,3141,3141,3141,3141,3141,1794,3141
71,1525,3154,1804,1804,2810,2810,2810,2810,2810,2810,2810,592
72,2431,33,1032,1032,1032,1265,1130,1622,1265,1032,1032,3091
73,1820,1761,275,997,997,2692,997,1229,997,1622,997,997
74,2431,3443,2962,1761,25,575,220,2599,1324,1324,1953,1324
75,977,977,3091,40,977,1540,1540,1540,119,1540,2532,977
76,976,2955,2121,1733,2088,608,291,255,608,2615,2088,2088
77,3124,82,82,3091,82,82,82,2493,2163,3374,2163,82
78,2402,3248,2659,2659,2659,1741,2659,2659,2659,2659,2659,2659
79,580,3248,1948,2997,2997,715,827,112,2302,91,112,91
80,1082,859,1948,827,475,3360,2997,1754,1754,3360,1208,1208
81,1899,5129,1519,1899,1899,3383,3425,1899,1899,1899,1899,1899
82,2120,2120,6395,2120,2562,6395,2562,2120,2120,2120,2120,944
83,1157,2120,2561,2562,2562,6395,2562,2562,782,782,2562,944
84,2146,3154,176,1804,2157,1445,3290,1445,1445,2605,2157,379
85,1343,1986,1963,1963,1963,1963,1963,1963,1963,865,1963,1963
86,1293,1462,176,379,2157,379,2097,1445,1804,2662,3412,634
87,2063,67,75,75,32,75,75,75,75,75,75,75
88,29,3154,75,3489,75,75,75,75,75,75,75,75
89,274,34,3489,3489,3489,3141,3141,3489,67,3141,3141,67
90,2224,3154,320,320,320,320,320,320,320,320,320,320
91,3154,3154,2178,156,1986,1986,17,893,816,3154,3154,1861
92,1067,3131,627,2361,2002,2192,2192,1590,2215,1928,2192,2215
93,3582,362,3519,3751,3519,12,6909,12,6909,12,12,6909
94,330,5146,451,5347,4617,3751,3519,12,3751,4617,4617,3903
95,1483,5018,1272,2771,2588,4617,1460,1460,1460,2588,2588,1039
96,330,5397,2277,2961,2168,2277,2277,2277,2277,2277,2277,2277
97,330,128,6459,2961,628,628,4233,2277,628,2588,628,628
98,330,776,2277,1474,2277,2277,2277,2277,2277,2277,2277,2277
99,3309,2639,1767,3322,2639,2639,1404,213,213,3494,2639,3494
100,6962,3894,1356,743,243,630,630,630,526,1258,743,1745
101,3309,2639,1358,1537,2651,2651,1537,2651,3636,2651,2651,2651
102,2894,2381,1628,941,1717,1717,363,1717,363,363,363,363
103,3516,2536,363,363,363,363,363,363,363,363,363,363
104,1820,2459,3306,3467,1433,1333,1333,2856,2925,1433,2394,2394
105,3127,1832,687,687,687,2558,687,2558,855,3236,3236,1388
106,1969,2278,3399,2713,687,3399,3399,687,687,3258,3404,2829
107,1969,1881,14,2812,3450,2337,2145,2812,2812,2812,2812,3259
108,1529,3131,1462,1637,709,893,709,709,3766,3766,1637,2157
109,2605,3647,1120,1637,1637,1637,1637,1637,1637,3766,1637,309
110,618,3154,1462,1637,709,4268,709,709,1637,3766,7053,7053
111,976,322,873,1930,957,1028,957,957,957,957,957,1134
112,2786,2575,1280,3016,490,490,490,490,490,490,490,490
