ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4
0,4322,4322,4322,5997,5997
1,4322,4322,4322,5997,5997
2,4322,4322,4322,5997,5997
3,4322,4322,4322,5997,5997
4,4322,4322,4322,5997,5997
5,4322,4322,4322,5997,5997
6,4322,4322,4322,5997,5997
7,4322,4322,4322,5997,5997
8,4322,4322,4322,5997,5997
9,4322,4322,4322,5997,5997
10,4322,4322,4322,5997,5997
11,4322,4322,4322,5997,5997
12,4322,4322,4322,5997,5997
13,4322,4322,4322,5997,5997
14,4322,4322,4322,5997,5997
15,4322,4322,4322,5997,5997
16,4322,4322,4322,5997,5997
17,4322,4322,4322,5997,5997
18,4322,4322,4322,5997,5997
19,4322,4322,4322,5997,5997
20,4322,4322,4322,5997,5997
21,4322,4322,4322,5997,5997
22,4322,4322,4322,5997,5997
23,4322,4322,4322,5997,5997
24,4322,4322,4322,5997,5997
25,4322,4322,4322,5997,5997
26,4322,4322,4322,5997,5997
27,4322,4322,4322,5997,5997
28,4322,4322,4322,5997,5997
29,4322,4322,4322,5997,5997
30,4322,4322,4322,5997,5997
31,4322,4322,4322,5997,5997
32,4322,4322,4322,5997,5997
33,4322,4322,4322,5997,5997
34,4322,4322,4322,5997,5997
35,4322,4322,4322,5997,5997
36,4322,4322,4322,5997,5997
37,4322,4322,4322,5997,5997
38,4322,4322,4322,5997,5997
39,4322,4322,4322,5997,5997
40,4322,4322,4322,5997,5997
41,4322,4322,4322,5997,5997
42,4322,4322,4322,5997,5997
43,4322,4322,4322,5997,5997
44,4322,4322,4322,5997,5997
45,4322,4322,4322,5997,5997
46,4322,4322,4322,5997,5997
47,4322,4322,4322,5997,5997
48,4322,4322,4322,5997,5997
49,4322,4322,4322,5997,5997
50,4322,4322,4322,5997,5997
51,4322,4322,4322,5997,5997
52,4322,4322,4322,5997,5997
53,4322,4322,4322,5997,5997
54,4322,4322,4322,5997,5997
55,4322,4322,4322,5997,5997
56,4322,4322,4322,5997,5997
57,4322,4322,4322,5997,5997
58,4322,4322,4322,5997,5997
59,4322,4322,4322,5997,5997
60,4322,4322,4322,5997,5997
61,4322,4322,4322,5997,5997
62,4322,4322,4322,5997,5997
63,4322,4322,4322,5997,5997
64,4322,4322,4322,5997,5997
65,4322,4322,4322,5997,5997
66,4322,4322,4322,5997,5997
67,4322,4322,4322,5997,5997
68,4322,4322,4322,5997,5997
69,4322,4322,4322,5997,5997
70,4322,4322,4322,5997,5997
71,4322,4322,4322,5997,5997
72,4322,4322,4322,5997,5997
73,4322,4322,4322,5997,5997
74,4322,4322,4322,5997,5997
75,4322,4322,4322,5997,5997
76,4322,4322,4322,5997,5997
77,4322,4322,4322,5997,5997
78,4322,4322,4322,5997,5997
79,4322,4322,4322,5997,5997
80,4322,4322,4322,5997,5997
81,4322,4322,4322,5997,5997
82,4322,4322,4322,5997,5997
83,4322,4322,4322,5997,5997
84,4322,4322,4322,5997,5997
85,4322,4322,4322,5997,5997
86,4322,4322,4322,5997,5997
87,4322,4322,4322,5997,5997
88,4322,4322,4322,5997,5997
89,4322,4322,4322,5997,5997
90,4322,4322,4322,5997,5997
91,4322,4322,4322,5997,5997
92,4322,4322,4322,5997,5997
93,4322,4322,4322,5997,5997
94,4322,4322,4322,5997,5997
95,4322,4322,4322,5997,5997
96,4322,4322,4322,5997,5997
97,4322,4322,4322,5997,5997
98,4322,4322,4322,5997,5997
99,4322,4322,4322,5997,5997
